,Fully Connected (Shallow),Fully Connected (Deep),Convolutional,Hybrid
Num Params,25888.0,26168.0,4529.0,229063.0
Average Precision,0.5183708949168695,0.40775761601110533,0.98696047008547,0.932272419475318
AUC ROC,0.9403414525636747,0.8281692803915027,0.9999844288733178,0.9998654209765321
F1,0.5,0.43333333333333335,0.9333333333333333,0.8666666666666667
