,Fully Connected (Shallow),Fully Connected (Deep),Convolutional,Hybrid
Num Params,25888.0,26168.0,4529.0,229063.0
Average Precision,0.6882485430817838,0.5980478406794412,0.9927575007262254,0.9574977969041161
AUC ROC,0.9376569023569024,0.8927832210998877,0.9998890011223345,0.9988483726150392
F1,0.64,0.5733333333333334,0.9633333333333334,0.9066666666666666
