,Fully Connected (Shallow),Fully Connected (Deep),Convolutional,Hybrid
Num Params,25888.0,26168.0,4529.0,229063.0
Average Precision,0.5326550043072658,0.3720518306091688,0.9457574062589044,0.9452875419577126
AUC ROC,0.6989450755555555,0.5554552888888888,0.9759545274074074,0.9797664651851853
F1,0.462,0.3330666666666667,0.8670666666666667,0.8646666666666667
